,path_x,numint,path_y,nom_ls,gs_uri,label,lab_num
779,2023-03-18#pto#avant#0000030269805#d2502a2b008f7c614cf654461e9fb2c3.jpeg,30269805,2023-03-18#pto#apres#0000030269805#97617d486ef597960b7466ee15313dd7.jpeg,30269805_11565,30269805_11565.jpeg,Not enough context elements,0
780,2023-03-15#pto#avant#0000023831806#09597d6cf45fff4a1d2ea9190d8be436.jpeg,23831806,2023-03-15#pto#apres#0000023831806#6bfb62e403c1c2040ec13562b7d2fb79.jpeg,23831806_8080,23831806_8080.jpeg,Same,0
781,2023-03-13#pto#avant#0000019937497#6719d27e6e620c1c8ea157bdff7841cb.jpeg,19937497,2023-03-13#pto#apres#0000019937497#2555870350d5f8b90071279b405e606e.jpeg,19937497_4597,19937497_4597.jpeg,Same,0
782,2023-03-08#pto#avant#0000030236896#aac1bee3b3c30532341aaa7c079bf264.jpeg,30236896,2023-03-08#pto#apres#0000030236896#eeea52489ec8e1056b371daab3755981.jpeg,30236896_11469,30236896_11469.jpeg,Same,0
783,2023-03-10#pto#avant#0000015177363#c0c933a2167f9d3954c10b4b2c37f882.jpeg,15177363,2023-03-10#pto#apres#0000015177363#0b67fa8e849a7fc742ef3f161265c957.jpeg,15177363_1496,15177363_1496.jpeg,Same,0
784,2023-03-18#pto#avant#0000017694196#b6a392603715c9b725defa544d614f02.jpeg,17694196,2023-03-18#pto#apres#0000017694196#f5dc892a37a965673e1d502449e90ca8.jpeg,17694196_2566,17694196_2566.jpeg,Same,0
785,2023-03-15#pto#avant#0000023905006#bf0924b9dfcf94a3334bd1a30fe1c5c3.jpeg,23905006,2023-03-15#pto#apres#0000023905006#98d8a13e336f7e2fb4f422669b8912a7.jpeg,23905006_8625,23905006_8625.jpeg,Not enough context elements,0
786,2023-03-10#pto#avant#0000012416332#c31334c75bc41244c94a0256d2853667.jpeg,12416332,2023-03-10#pto#apres#0000012416332#36b5758f60877aaa491bf1b4317cf199.jpeg,12416332_1215,12416332_1215.jpeg,Same,0
787,2023-03-15#pto#avant#0000023777147#9969780b6406c455bc9c4770a6a9c35c.jpeg,23777147,2023-03-15#pto#apres#0000023777147#5b57a4df7937f5292ffe62f80dc22c0c.jpeg,23777147_7195,23777147_7195.jpeg,Same,0
788,2023-03-15#pto#avant#0000023871053#91eb847b1fd96ac656f47e2406d3eac4.jpeg,23871053,2023-03-15#pto#apres#0000023871053#12c936165a8e2417e2819fe9c1c03192.jpeg,23871053_8547,23871053_8547.jpeg,Same,0
789,2023-03-11#pto#avant#0000023257834#1cf6c24a43f1bc6535fc5cf5b5ccb131.jpeg,23257834,2023-03-11#pto#apres#0000023257834#aaa350a1be3339ab71f91b8d538c85e6.jpeg,23257834_6440,23257834_6440.jpeg,Not same,1
790,2023-03-17#pto#avant#0000023847403#02cb550bda53d1dd49fb42cf66799d40.jpeg,23847403,2023-03-17#pto#apres#0000023847403#e84e4535d9ef56def3ae8206ede20ea7.jpeg,23847403_8327,23847403_8327.jpeg,Same,0
791,2023-03-11#pto#avant#0000017686561#413b6046a8ffd93f75cbfae8d30620c1.jpeg,17686561,2023-03-11#pto#apres#0000017686561#753b071aa30dee3a56971b0b9e5f42c4.jpeg,17686561_2445,17686561_2445.jpeg,Same,0
792,2023-03-15#pto#avant#0000017689615#a6ce8fee48d4368225f3c9ecc4a80d7f.jpeg,17689615,2023-03-15#pto#apres#0000017689615#d8008c428e3724c50cfe3f1f9d4181e8.jpeg,17689615_2503,17689615_2503.jpeg,Same,0
793,2023-03-13#pto#avant#0000011231733#21a5cdcd16fea74d7415b317360d34b0.jpeg,11231733,2023-03-13#pto#apres#0000011231733#078ac59ab2361a19a4fa7f6d07c0d15b.jpeg,11231733_1127,11231733_1127.jpeg,Not same,1
794,2023-03-10#pto#avant#0000029476680#a4811829b60541e9a4acdf8f8652a55b.jpeg,29476680,2023-03-10#pto#apres#0000029476680#c21137dcafc6779a7016dd473887cb04.jpeg,29476680_10843,29476680_10843.jpeg,Not same,1
795,2023-03-11#pto#avant#0000023849101#92ac9189d8a2e8f49fbb262ca88d597a.jpeg,23849101,2023-03-11#pto#apres#0000023849101#3fda1fa64488054e59c76dcf710d5ada.jpeg,23849101_8339,23849101_8339.jpeg,Same,0
796,2023-03-13#pto#avant#0000017998562#ba662fe3d1b587712d0227ceb4c00e0a.jpeg,17998562,2023-03-13#pto#apres#0000017998562#7122c984e94b993ee797c463dfe37928.jpeg,17998562_3777,17998562_3777.jpeg,Same,0
797,2023-03-18#pto#avant#0000024217989#4a09585220f1b62cd1fa997d0e2c2617.jpeg,24217989,2023-03-18#pto#apres#0000024217989#1dcbd378871e02a31f7a90834c14e24d.jpeg,24217989_9174,24217989_9174.jpeg,Same,0
798,2023-03-15#pto#avant#0000019950286#307a4e41371d5b0041343a544e581a20.jpeg,19950286,2023-03-15#pto#apres#0000019950286#5beddda6512955878fd35b8f22b9d376.jpeg,19950286_4740,19950286_4740.jpeg,Same,0
799,2023-03-15#pto#avant#0000023823360#3384dd298259fa64b1ba751bd2847786.jpeg,23823360,2023-03-15#pto#apres#0000023823360#c45fe000b190fe99bf9a3f71ae8581cb.jpeg,23823360_7896,23823360_7896.jpeg,Same,0
800,2023-03-13#pto#avant#0000011226959#aa278acf6cfc87e015d82ec770afe9c9.jpeg,11226959,2023-03-13#pto#apres#0000011226959#8b66e834da840140d551b9e67056c6d9.jpeg,11226959_1081,11226959_1081.jpeg,Same,0
801,2023-03-09#pto#avant#0000023808327#a876d782bdde414e040bd0c6ccd6d807.jpeg,23808327,2023-03-09#pto#apres#0000023808327#0adfb50ad636141c810bc4e9c0b4e388.jpeg,23808327_7576,23808327_7576.jpeg,Same,0
802,2023-03-15#pto#avant#0000017716368#170aeba387a888c6d846ecb8229a5d45.jpeg,17716368,2023-03-15#pto#apres#0000017716368#851b2ee63188a4ebc5f75967976007d8.jpeg,17716368_3076,17716368_3076.jpeg,Same,0
803,2023-03-10#pto#avant#0000023237682#da4131b06ccd1d2169dbba809d1aa024.jpeg,23237682,2023-03-10#pto#apres#0000023237682#6aaf565b208fc41d67dc6a53b4cc729a.jpeg,23237682_6032,23237682_6032.jpeg,Same,0
804,2023-03-18#pto#avant#0000023784470#667b2536612efaa9b8b34eb37f2dd5ab.jpeg,23784470,2023-03-18#pto#apres#0000023784470#db7adf43243b7f6bab0982e406987a00.jpeg,23784470_7231,23784470_7231.jpeg,Same,0
805,2023-03-15#pto#avant#0000023811244#f92790063169f4ba292b3235d869d61b.jpeg,23811244,2023-03-15#pto#apres#0000023811244#b48e67d444f6e2acca98cdaba1adaddb.jpeg,23811244_7630,23811244_7630.jpeg,Not enough context elements,0
806,2023-03-14#pto#avant#0000017994405#b9d82b35827a0ec4792aeeafa1931bf9.jpeg,17994405,2023-03-14#pto#apres#0000017994405#8ee2c7def968c4773f296b77f294024e.jpeg,17994405_3645,17994405_3645.jpeg,Same,0
807,2023-03-16#pto#avant#0000009190680#c8d8e7dccd82219f6a433b2cafaace5e.jpeg,9190680,2023-03-16#pto#apres#0000009190680#c083605eb65fcfc85b8d34a47c6c086a.jpeg,9190680_817,9190680_817.jpeg,Same,0
808,2023-03-10#pto#avant#0000024526122#cb11a1fe9d7dac99674db6ef78e222ab.jpeg,24526122,2023-03-10#pto#apres#0000024526122#fba796fe213859d5ffd11006e530c440.jpeg,24526122_9825,24526122_9825.jpeg,Same,0
809,2023-03-17#pto#avant#0000023814535#57e733d27eb056983a719def9cc7d503.jpeg,23814535,2023-03-17#pto#apres#0000023814535#2d03b80383e13c2f69a9ce50c78e5784.jpeg,23814535_7713,23814535_7713.jpeg,Same,0
810,2023-03-09#pto#avant#0000023249281#6f6bb1aaf5e8c09ce8e3ad8e09ea4287.jpeg,23249281,2023-03-09#pto#apres#0000023249281#feff2a5c4fd74fcea2eb64e780e49736.jpeg,23249281_6265,23249281_6265.jpeg,Same,0
811,2023-03-18#pto#avant#0000009160865#fce3e560e3569323c16e677adf45288a.jpeg,9160865,2023-03-18#pto#apres#0000009160865#89c59c396d4977d0fb3710bbde50dadf.jpeg,9160865_293,9160865_293.jpeg,Same,0
812,2023-03-17#pto#avant#0000023134952#c6d2dd0ddf25aaaea349ef345d1c6812.jpeg,23134952,2023-03-17#pto#apres#0000023134952#23ce13cb455fda9a76a772dfb3a8a331.jpeg,23134952_5573,23134952_5573.jpeg,Same,0
813,2023-03-16#pto#avant#0000023855713#b5ab985f0a2a1b4228dc7720bbdeab0d.jpeg,23855713,2023-03-16#pto#apres#0000023855713#d284cb4319b10b71d984d2f5050e9530.jpeg,23855713_8413,23855713_8413.jpeg,Same,0
814,2023-03-18#pto#avant#0000029574452#872c4a9b0d33264cd460bee90e30853a.jpeg,29574452,2023-03-18#pto#apres#0000029574452#c7e52a40863c608dacf3b6f0fb8b58e8.jpeg,29574452_11411,29574452_11411.jpeg,Same,0
815,2023-03-21#pto#avant#0000019264746#cfd39eb2d39243711e9b23c03ccd52e4.jpeg,19264746,2023-03-21#pto#apres#0000019264746#ea5d7bda87df1fab919d41592e26f759.jpeg,19264746_4503,19264746_4503.jpeg,Same,0
816,2023-03-15#pto#avant#0000023797345#d21d4b6330175020bb239269b06a186e.jpeg,23797345,2023-03-15#pto#apres#0000023797345#3ac4680b36dfbc4dc7638735b99dce42.jpeg,23797345_7374,23797345_7374.jpeg,Same,0
817,2023-03-13#pto#avant#0000017666370#679dae55d81b1bc287afa6ca31953df9.jpeg,17666370,2023-03-13#pto#apres#0000017666370#f5d87336e2b7a6b24914dd49119e9775.jpeg,17666370_2114,17666370_2114.jpeg,Same,0
818,2023-03-15#pto#avant#0000030280112#c9ee0e7dc00068d6f9df55c4c9914d59.jpeg,30280112,2023-03-15#pto#apres#0000030280112#4590ad31b74ef7afd74e8a0395ac5421.jpeg,30280112_11602,30280112_11602.jpeg,Same,0
819,2023-03-15#pto#avant#0000023846131#41cf3c9e1dd9d3ea5cc5039a0d240748.jpeg,23846131,2023-03-15#pto#apres#0000023846131#1fe34bfca2f5e88e903d7f368b216511.jpeg,23846131_8310,23846131_8310.jpeg,Same,0
820,2023-03-13#pto#avant#0000023808054#537aa5ccbb4acf8fc7f2c86f166999b0.jpeg,23808054,2023-03-13#pto#apres#0000023808054#123ac9cfaca97305f732e3eed5630233.jpeg,23808054_7565,23808054_7565.jpeg,Same,0
821,2023-03-14#pto#avant#0000017990724#eb3650a51d89f8e8ff42f1736430cfa0.jpeg,17990724,2023-03-14#pto#apres#0000017990724#0b84257f3a4cedd16d7dcdd052edc62c.jpeg,17990724_3563,17990724_3563.jpeg,Same,0
822,2023-03-10#pto#avant#0000023778658#99beeee3c4c4fc13ad5642154b7e7e14.jpeg,23778658,2023-03-10#pto#apres#0000023778658#28b1ff52c42865c2fc5afef5e4968252.jpeg,23778658_7207,23778658_7207.jpeg,Same,0
823,2023-03-08#pto#avant#0000020681390#348418508cb1665fb62519d467844d2d.jpeg,20681390,2023-03-08#pto#apres#0000020681390#569a4a53c8cdacaa3f2a147132d82d41.jpeg,20681390_4781,20681390_4781.jpeg,Not same,1
824,2023-03-09#pto#avant#0000019248113#b563bfb45ae72164110f05cdc71b8a1b.jpeg,19248113,2023-03-09#pto#apres#0000019248113#f5869e432878092f31ef45960aa492bb.jpeg,19248113_4463,19248113_4463.jpeg,Not enough context elements,0
825,2023-03-15#pto#avant#0000009678050#ed4913c52a1a4c47d29c9763f69a19ff.jpeg,9678050,2023-03-15#pto#apres#0000009678050#3909aa887be23342fe18ebdf1448f70c.jpeg,9678050_954,9678050_954.jpeg,Same,0
826,2023-03-15#pto#avant#0000003382620#7222e6ff2dc1cb79aff19e9af937917d.jpeg,3382620,2023-03-15#pto#apres#0000003382620#9423f101f71018d0442197b853a26564.jpeg,3382620_139,3382620_139.jpeg,Same,0
827,2023-03-11#pto#avant#0000022586722#a33ced22d37cd26dda720146f0521186.jpeg,22586722,2023-03-11#pto#apres#0000022586722#b0ac28eb4be49a1c53ded4c4efccef73.jpeg,22586722_5211,22586722_5211.jpeg,Same,0
828,2023-03-14#pto#avant#0000015153183#ec9d13ae711e47bc2870641f511da6ad.jpeg,15153183,2023-03-14#pto#apres#0000015153183#3a2bd3eb60c2938e458593a68c781123.jpeg,15153183_1347,15153183_1347.jpeg,Same,0
829,2023-03-10#pto#avant#0000029546787#3c5f61665e0b9df68338993883821c95.jpeg,29546787,2023-03-10#pto#apres#0000029546787#a6de04312d3a8444bad9df0a1e720bcc.jpeg,29546787_11171,29546787_11171.jpeg,Same,0
830,2023-03-13#pto#avant#0000023819814#69be2c94126a49c1581fc14f1dba3d92.jpeg,23819814,2023-03-13#pto#apres#0000023819814#73c933ba98b7bcdea806e6d0fd313dd7.jpeg,23819814_7824,23819814_7824.jpeg,Same,0
831,2023-03-17#pto#avant#0000023803433#422db01856df1e7ee292ae22ff4d9221.jpeg,23803433,2023-03-17#pto#apres#0000023803433#bbdb47c92cdc5a3e778e5fb9269de2d9.jpeg,23803433_7471,23803433_7471.jpeg,Same,0
832,2023-03-13#pto#avant#0000023229587#308f522c4855e77fe3e8c98b1b8e23b8.jpeg,23229587,2023-03-13#pto#apres#0000023229587#cb42328e9c2c16060b9f8819ea717eff.jpeg,23229587_5910,23229587_5910.jpeg,Same,0
833,2023-03-18#pto#avant#0000017988760#33e45a713d9e17328a674a260b80e2ae.jpeg,17988760,2023-03-18#pto#apres#0000017988760#99f5f870ee73a705a5eea4f418738a75.jpeg,17988760_3531,17988760_3531.jpeg,Same,0
834,2023-03-15#pto#avant#0000019915616#f039350803ac0ff8c1d795f327c29937.jpeg,19915616,2023-03-15#pto#apres#0000019915616#e854e9e7da16747e4078da810076be51.jpeg,19915616_4533,19915616_4533.jpeg,Same,0
835,2023-03-16#pto#avant#0000023876263#bba65da982f6c0921773aa46c46c57e6.jpeg,23876263,2023-03-16#pto#apres#0000023876263#c9ab9bd72f07042f3b56155c64a446af.jpeg,23876263_8564,23876263_8564.jpeg,Same,0
836,2023-03-13#pto#avant#0000009672040#4a1a1f827bc9399ae489fac4cedfc724.jpeg,9672040,2023-03-13#pto#apres#0000009672040#773bf44565d8e04f81f492c515c12397.jpeg,9672040_917,9672040_917.jpeg,Same,0
837,2023-03-17#pto#avant#0000023838265#581fd8879aa86faf34cbde7afc3209ec.jpeg,23838265,2023-03-17#pto#apres#0000023838265#38651a9b6db7491e75c747559468c34c.jpeg,23838265_8171,23838265_8171.jpeg,Not same,1
838,2023-03-18#pto#avant#0000009191891#940113b40c35d7afe0d07b00f91b1a5f.jpeg,9191891,2023-03-18#pto#apres#0000009191891#fecb54e83e59d0282620495e82640fa9.jpeg,9191891_836,9191891_836.jpeg,Same,0
839,2023-03-18#pto#avant#0000015184870#35446cd305d9b35edca8319f0221fd51.jpeg,15184870,2023-03-18#pto#apres#0000015184870#a48acd3f2500cb89b274dabfbb8b6985.jpeg,15184870_1561,15184870_1561.jpeg,Same,0
840,2023-03-10#pto#avant#0000009128520#198bbbb0dacc1c372f49fdddd984c903.jpeg,9128520,2023-03-10#pto#apres#0000009128520#b4bd13d391a695038b872682c339bc69.jpeg,9128520_225,9128520_225.jpeg,Same,0
841,2023-03-13#pto#avant#0000021130005#50daa002063783d86daa4ff14bc4dce8.jpeg,21130005,2023-03-13#pto#apres#0000021130005#b441ff748da787e0ce4f217023e1fb39.jpeg,21130005_4908,21130005_4908.jpeg,Same,0
842,2023-03-13#pto#avant#0000011211699#681def034c26215e489a000163ded4c3.jpeg,11211699,2023-03-13#pto#apres#0000011211699#6e03fd93ef4cc010817d51b2ed999b9e.jpeg,11211699_1000,11211699_1000.jpeg,Same,0
843,2023-03-18#pto#avant#0000012420659#3650f1dd9c3af196f810c6c54dc494d2.jpeg,12420659,2023-03-18#pto#apres#0000012420659#74bb19598bf4e4426c8aaf315d798784.jpeg,12420659_1231,12420659_1231.jpeg,Same,0
844,2023-03-10#pto#avant#0000023208806#872d6ca7b75786d4ddc458e4daa8605a.jpeg,23208806,2023-03-10#pto#apres#0000023208806#ea587e3564826701d9a7509a5a4ca980.jpeg,23208806_5749,23208806_5749.jpeg,Same,0
845,2023-03-10#pto#avant#0000023249657#32eb31963e8c322342b2f5fcab8c4afe.jpeg,23249657,2023-03-10#pto#apres#0000023249657#bbde489a844e78cd2a7e4b9ef2a31649.jpeg,23249657_6279,23249657_6279.jpeg,Same,0
846,2023-03-09#pto#avant#0000017710666#787918f1d5e1247fe50f982b5ab6f120.jpeg,17710666,2023-03-09#pto#apres#0000017710666#5112b484956bb14e526956b51dc66f1a.jpeg,17710666_2916,17710666_2916.jpeg,Same,0
847,2023-03-14#pto#avant#0000017688448#a092f8ad3e064424248dadedc440beca.jpeg,17688448,2023-03-14#pto#apres#0000017688448#9931efa97c75f7a106bf9b3b222888d9.jpeg,17688448_2474,17688448_2474.jpeg,Same,0
848,2023-03-10#pto#avant#0000017675244#cffaacff6aaba07da36e088f71a15992.jpeg,17675244,2023-03-10#pto#apres#0000017675244#5f0119c6ba84bae7e12c42511acce10a.jpeg,17675244_2219,17675244_2219.jpeg,Same,0
849,2023-03-21#pto#avant#0000024633500#26dfc3b22f3c9a849e41133eddb081d6.jpeg,24633500,2023-03-21#pto#apres#0000024633500#f56d60d9c86ad4412161ff0eecea7026.jpeg,24633500_10581,24633500_10581.jpeg,Same,0
850,2023-03-18#pto#avant#0000024611981#b544374f8f9aefe8b4c137b9f4c8acd2.jpeg,24611981,2023-03-18#pto#apres#0000024611981#89c8b38c7d8c5b91f9de9706a6f4d36b.jpeg,24611981_10213,24611981_10213.jpeg,Same,0
851,2023-03-17#pto#avant#0000024274915#0c8df3253247f9b7e69651b198c7800f.jpeg,24274915,2023-03-17#pto#apres#0000024274915#d9f5eea9c5765d59272e83ca46451d0d.jpeg,24274915_9594,24274915_9594.jpeg,Same,0
852,2023-03-13#pto#avant#0000023822834#7fe47b8e4fc41a84f237c461f8189348.jpeg,23822834,2023-03-13#pto#apres#0000023822834#d09b3a4c86c048ed42c1fd539f6aab8a.jpeg,23822834_7881,23822834_7881.jpeg,Same,0
853,2023-03-13#pto#avant#0000018006948#39d610625b2fba2b212f5059c0abe0fd.jpeg,18006948,2023-03-13#pto#apres#0000018006948#6150d1d041507fb1d91a13aec285e4b4.jpeg,18006948_3996,18006948_3996.jpeg,Same,0
854,2023-03-16#pto#avant#0000017662451#a6aaeb729c14e52f640b86d61ed881dd.jpeg,17662451,2023-03-16#point_penetration#apres#0000017662451#5b91d849520811ef517f2eea80d69968.jpeg,17662451_2077,17662451_2077.jpeg,Not enough context elements,0
855,2023-03-17#pto#avant#0000017702208#ac6043c9d4728addbc93ef96c75e57be.jpeg,17702208,2023-03-17#pto#apres#0000017702208#c5657dc6208d222c9c4db76ed299c84e.jpeg,17702208_2711,17702208_2711.jpeg,Not enough context elements,0
856,2023-03-17#pto#avant#0000019248636#51b9e61d2ca43a263d98254b9e279eda.jpeg,19248636,2023-03-17#pto#apres#0000019248636#9a03aa705c2b43276790b2cbf7aaeb7f.jpeg,19248636_4469,19248636_4469.jpeg,Same,0
857,2023-03-18#pto#avant#0000021162404#6cdd5ba4ce31e0c7bda0d9e3142c4e61.jpeg,21162404,2023-03-18#pto#apres#0000021162404#0a53763fe9631a84dc1a9d854fbb5ecd.jpeg,21162404_5062,21162404_5062.jpeg,Not same,1
858,2023-03-14#pto#avant#0000029496823#9821023b0cf84d266952e53a97eb7c9c.jpeg,29496823,2023-03-14#pto#apres#0000029496823#d359746b857cec90abe98fda3d8dbf49.jpeg,29496823_10919,29496823_10919.jpeg,Same,0
859,2023-03-13#pto#avant#0000009165983#58671c1cc16e1ebf927932b64ebb8e53.jpeg,9165983,2023-03-13#pto#apres#0000009165983#37ed88ea5be927fd65877b2402abd328.jpeg,9165983_338,9165983_338.jpeg,Same,0
860,2023-03-15#pto#avant#0000024271704#2f457ffe63ee6f980b38c19c0050454c.jpeg,24271704,2023-03-15#pto#apres#0000024271704#b4a93d75903e0c1eb94082793c19b77c.jpeg,24271704_9550,24271704_9550.jpeg,Same,0
861,2023-03-09#pto#avant#0000024616170#11084eecd4c1af0a0c9f61cd4da91e13.jpeg,24616170,2023-03-09#pto#apres#0000024616170#5c40e11f83d3814bd1266afab289c46b.jpeg,24616170_10280,24616170_10280.jpeg,Same,0
862,2023-03-10#pto#avant#0000017712661#4abe0e600b22bc826f754c0ffacafe8b.jpeg,17712661,2023-03-10#pto#apres#0000017712661#8892614685009fca5ae45c6097f252c5.jpeg,17712661_2971,17712661_2971.jpeg,Not enough context elements,0
863,2023-03-13#pto#avant#0000023251843#febc531cebf55d2e89e92ceb3d01482d.jpeg,23251843,2023-03-13#pto#apres#0000023251843#89646217e455898855a2bc5795acc30f.jpeg,23251843_6320,23251843_6320.jpeg,Same,0
864,2023-03-13#pto#avant#0000023270379#ee971c920ac4257b153368e57445c5c8.jpeg,23270379,2023-03-13#pto#apres#0000023270379#284a515b7eafb4e08dfcee4aaa0cd738.jpeg,23270379_6774,23270379_6774.jpeg,Same,0
865,2023-03-18#pto#avant#0000005014270#c2df9a653efeaa46d7f6a7010e005507.jpeg,5014270,2023-03-18#pto#apres#0000005014270#204c2245fd2522aa07f1ed5992da081a.jpeg,5014270_190,5014270_190.jpeg,Same,0
866,2023-03-17#pto#avant#0000017709014#4260cb120ba25c7faafa3c7127395dd4.jpeg,17709014,2023-03-17#pto#apres#0000017709014#c192bb688465dcaf10bf42489dd14ca1.jpeg,17709014_2855,17709014_2855.jpeg,Same,0
867,2023-03-18#pto#avant#0000017715969#e60946c9b7047778d01c670cfb2e5e6f.jpeg,17715969,2023-03-18#pto#apres#0000017715969#8ad99f788e5ece56189bad24f32a2767.jpeg,17715969_3068,17715969_3068.jpeg,Same,0
868,2023-03-14#pto#avant#0000017669232#6bd9eb76f63ab82823c69e722d581657.jpeg,17669232,2023-03-14#pto#apres#0000017669232#25f6e16373e1337af990a9daf76f9b42.jpeg,17669232_2143,17669232_2143.jpeg,Same,0
869,2023-03-15#pto#avant#0000020762521#a7cab6ea7f94223343e964218e7ccb5b.jpeg,20762521,2023-03-15#pto#apres#0000020762521#13d421fe505589f7b52e6bc8dab7e80f.jpeg,20762521_4831,20762521_4831.jpeg,Same,0
870,2023-03-14#pto#avant#0000023239471#b2954359b53c7bcca8ceca7f827ff47a.jpeg,23239471,2023-03-14#pto#apres#0000023239471#6e633579b0ca985e5eed66ff49cf2007.jpeg,23239471_6074,23239471_6074.jpeg,Same,0
871,2023-03-16#pto#avant#0000024621907#a146a85e9b65f7619f555461e3a1dd38.jpeg,24621907,2023-03-16#pto#apres#0000024621907#0fba99193caa484fcbe8b98820943132.jpeg,24621907_10368,24621907_10368.jpeg,Same,0
872,2023-03-11#pto#avant#0000023850537#ff11c1fe6a4a0a69081731d5b045372f.jpeg,23850537,2023-03-11#pto#apres#0000023850537#3a69f75ebd5156e41910cec2464a31d4.jpeg,23850537_8357,23850537_8357.jpeg,Same,0
873,2023-03-10#pto#avant#0000019224756#1f99d3dcc66c08cbbea922cc4ae9e97a.jpeg,19224756,2023-03-10#pto#apres#0000019224756#63c065ea4a219f4d3a3dadf29feab43e.jpeg,19224756_4373,19224756_4373.jpeg,Not enough context elements,0
874,2023-03-11#pto#avant#0000023792280#7e6f399e123d99cda935fce44bb0be5b.jpeg,23792280,2023-03-11#pto#apres#0000023792280#c77775da48b1d4edcab509e3c32fe98f.jpeg,23792280_7308,23792280_7308.jpeg,Not enough context elements,0
875,2023-03-15#pto#avant#0000017714438#3bcef05de3eecf8644f94b1175310b9a.jpeg,17714438,2023-03-15#pto#apres#0000017714438#c42150b8c799a6c301ed9590b62e01e9.jpeg,17714438_3016,17714438_3016.jpeg,Same,0
876,2023-03-10#pto#avant#0000021164467#b75d92e479843fc2a7125b88ac9fb638.jpeg,21164467,2023-03-10#pto#apres#0000021164467#c80da46d5b2331dfaab7adeb902e99be.jpeg,21164467_5074,21164467_5074.jpeg,Same,0
877,2023-03-13#pto#avant#0000017678760#64999633f2aec5ffe7afd9ea0a89a6ae.jpeg,17678760,2023-03-13#pto#apres#0000017678760#df9dee61b78d5027474f0b83ea3c243b.jpeg,17678760_2269,17678760_2269.jpeg,Same,0
878,2023-03-15#pto#avant#0000023241943#7dab891718d63ca8a6bffe5a7f7c2cf6.jpeg,23241943,2023-03-15#pto#apres#0000023241943#7d778640a557bb460019254b381e77ed.jpeg,23241943_6125,23241943_6125.jpeg,Same,0
879,2023-03-13#pto#avant#0000024648988#fee115c395346e888c9ce5be18201811.jpeg,24648988,2023-03-13#pto#apres#0000024648988#96d96f3018152c32629c65e01c41ef04.jpeg,24648988_10753,24648988_10753.jpeg,Not enough context elements,0
880,2023-03-10#pto#avant#0000023930444#04f2eb01389fe54d107e817c206819a5.jpeg,23930444,2023-03-10#pto#apres#0000023930444#70a8e0759b4449161d5f3c05c5044397.jpeg,23930444_8723,23930444_8723.jpeg,Same,0
881,2023-03-15#pto#avant#0000017996494#aa852134df563890c1422e936650563f.jpeg,17996494,2023-03-15#pto#apres#0000017996494#fa6f4caaa4305b6bbc8691b724dadb2f.jpeg,17996494_3699,17996494_3699.jpeg,Same,0
882,2023-03-10#pto#avant#0000029504126#0a5f86623d1e7f689a48c14bdad8a28e.jpeg,29504126,2023-03-10#pto#apres#0000029504126#01636c13292e156562d8f7217fb95bb4.jpeg,29504126_10941,29504126_10941.jpeg,Same,0
883,2023-03-09#pto#avant#0000019918083#338f0131fcf063e1c070345c2d7be428.jpeg,19918083,2023-03-09#pto#apres#0000019918083#0f5d1b1df81cc581047b19e8a07dae79.jpeg,19918083_4546,19918083_4546.jpeg,Same,0
884,2023-03-13#pto#avant#0000018008782#7a9e0dbf9b923d09d885a6d7954c3f4c.jpeg,18008782,2023-03-13#pto#apres#0000018008782#9bfec3e329135390a4243182d8faa9e9.jpeg,18008782_4045,18008782_4045.jpeg,Not enough context elements,0
885,2023-03-21#pto#avant#0000023814964#d6930cd229626e3ed5947c797a72f954.jpeg,23814964,2023-03-21#pto#apres#0000023814964#2688f3957f507811249705ce93c552e7.jpeg,23814964_7721,23814964_7721.jpeg,Same,0
886,2023-03-11#pto#avant#0000029543825#31aefb6489f4dcd2b11e7458e0ddf0d6.jpeg,29543825,2023-03-11#pto#apres#0000029543825#3554c9077e530a2fa0e31ccd83a48af2.jpeg,29543825_11142,29543825_11142.jpeg,Same,0
887,2023-03-10#pto#avant#0000024612879#e43686733672441d2abb37c4cb580f58.jpeg,24612879,2023-03-10#pto#apres#0000024612879#9821b528c96d872812c2573832078cb2.jpeg,24612879_10234,24612879_10234.jpeg,Same,0
888,2023-03-10#pto#avant#0000029564908#bae886e3875a4a92105b97ee71b6a946.jpeg,29564908,2023-03-10#pto#apres#0000029564908#4d9934134c5b4f9d59da30ecdcc0246f.jpeg,29564908_11344,29564908_11344.jpeg,Same,0
889,2023-03-09#pto#avant#0000018007130#ca5f85e3deb955f10f5b8e03b1eb0030.jpeg,18007130,2023-03-09#pto#apres#0000018007130#1b2dfcff325b16375f281632fcf5d78e.jpeg,18007130_4005,18007130_4005.jpeg,Same,0
890,2023-03-17#pto#avant#0000029579580#8c84d37abeac64ae37fcd95e2dc2a1b3.jpeg,29579580,2023-03-17#pto#apres#0000029579580#f460852cf2af625357ad421dd5901701.jpeg,29579580_11449,29579580_11449.jpeg,Same,0
891,2023-03-10#pto#avant#0000017702999#e1d02e351a62e9874148c5a33a2a8cc0.jpeg,17702999,2023-03-10#pto#apres#0000017702999#9f7c3ed37807f84ec2cf5c6a35dcbf2e.jpeg,17702999_2720,17702999_2720.jpeg,Same,0
892,2023-03-10#pto#avant#0000009183702#a6c6adbf27e141d85816ba63a5ec52f9.jpeg,9183702,2023-03-10#pto#apres#0000009183702#cb199388efcd5652ab47a5195559f452.jpeg,9183702_657,9183702_657.jpeg,Same,0
